formattedAddress,googleMapsUri,airport,distanceFromFlightpath,averageAltitude,distanceFromAirport,path_id,latitude,longitude,displayName,editorialSummary
"Suffolk Rd, London SW13 9NR, UK",https://maps.google.com/?cid=11906890483542520851,LHR,0.05436921155862494,2441.4196428571427,9.290241694296741,LHR0,51.4794085,-0.2465316,Suffolk Road Recreation Ground,
"St. Georges Church of England Primary School, Corunna Rd, Nine Elms, London SW8 4JS, UK",https://maps.google.com/?cid=10189135947300223249,LHR,0.06545375770598993,3754.123595505618,13.900381108251242,LHR0,51.47674850000001,-0.1391043,The Happiness Garden,
"Brent Lea, Brentford TW8 8JF, UK",https://maps.google.com/?cid=12382853041480539249,LHR,0.03369672199273008,1629.9243697478992,6.382949566582642,LHR0,51.4772307,-0.3140094,Syon Park,"Vast, landscaped grounds at Syon House, the Duke of Northumberland's centuries-old estate."
"134 Crimsworth Rd, London SW8 4RL, UK",https://maps.google.com/?cid=11657164282809248908,LHR,0.0826811981563707,3826.0421052631577,14.147867675139056,LHR0,51.4763519,-0.13333399999999998,Thorparch Road Pocket Park,
"Coleridge Gardens, London SW10 0RT, UK",https://maps.google.com/?cid=1282021227658047456,LHR,0.1302526947662292,3191.9594594594596,11.904878566276679,LHR0,51.4812692,-0.1858379,Coleridge Square,
"Queens House, 176 S Lambeth Rd, London SW8 1QS, UK",https://maps.google.com/?cid=3735891451522172123,LHR,0.0940553779673556,3891.9583333333335,14.527409271555575,LHR0,51.4804655,-0.12474189999999999,B A L P P A,
"Camberwell, London SE5 7PQ, UK",https://maps.google.com/?cid=7487014267376443514,LHR,0.008322208660229913,4283.115384615385,16.058114818506745,LHR0,51.4784991,-0.08902489999999999,Elmington Estate Wildlife Garden,
"Open Space, Claylands Rd, London SW8 1PH, UK",https://maps.google.com/?cid=14418408315536536636,LHR,0.12880185601911434,3984.6875,14.901501270623543,LHR0,51.48128,-0.11609910000000001,Claylands Green,
"London SW11 4NJ, UK",https://maps.google.com/?cid=10422823228453114579,LHR,0.08812022434912953,3461.494623655914,12.946187528723835,LHR0,51.4762118,-0.16126169999999998,Battersea Park Playground,
"Promenade Approach Rd, Chiswick, London W4, UK",https://maps.google.com/?cid=4056050746684645713,LHR,0.10429531897901081,2345.728260869565,8.964483753391391,LHR0,51.480555599999995,-0.2542489,Dukes Meadows Park,
"88-121 Kew Rd, Richmond TW9 3DU, UK",https://maps.google.com/?cid=18340593015137614542,LHR,0.14839191299480206,1929.1186440677966,7.482022028663619,LHR0,51.48151490000001,-0.2889661,Kew Kitchen Garden,
"Peckham, London SE15 5QH, UK",https://maps.google.com/?cid=5247096513853475422,LHR,0.10362458077104213,4376.538461538462,16.77981690155455,LHR0,51.4759149,-0.072144,Sumner Road Park,
"16 Patmore St, Nine Elms, London SW8 4JJ, UK",https://maps.google.com/?cid=13329136853726930598,LHR,0.1160034471300013,3769.8571428571427,13.96797402635028,LHR0,51.4755748,-0.1374853,Patmore Street Green,
"23 Primrose Pl, Isleworth TW7 5BA, UK",https://maps.google.com/?cid=15141435896163744478,LHR,0.1420234423345239,1398.6233766233765,5.573944124767997,LHR0,51.474675299999994,-0.3325939,Primrose Park,
"London SW11 4NJ, UK",https://maps.google.com/?cid=13615296434923939668,LHR,0.012200628360028873,3500.676470588235,13.112528302364154,LHR0,51.4785446,-0.157521,SW11 4NJ,
"227 Camberwell Rd, London SE5 0HG, UK",https://maps.google.com/?cid=4451184573549876907,LHR,0.04933069004259658,4236.705882352941,15.863491383898712,LHR0,51.477156,-0.0934874,Scena Way Green,
"36 Addington Square, London SE5 7LB, UK",https://maps.google.com/?cid=3009691405585398166,LHR,0.11633772018626186,4267.111111111111,15.925475221207627,LHR0,51.481006699999995,-0.0922586,Addington Square,
"Burlington Ln, Chiswick, London W4 2RP, UK",https://maps.google.com/?cid=3589097234075252276,LHR,0.27457750710584666,2274.0,8.745465700687081,LHR0,51.484502799999994,-0.2599449,Burlington Lane,
"15 Meadow Rd, London SW8 1QD, UK",https://maps.google.com/?cid=6562946383053286572,LHR,0.1756787079846778,3949.46875,14.813047164581565,LHR0,51.482367599999996,-0.1182445,Exercise Corner,
"Rectory Farm, Hounslow TW5 9PB, UK",https://maps.google.com/?cid=15473948277661656102,LHR,0.12688167276280904,575.4021739130435,2.71947142950496,LHR0,51.480730199999996,-0.4008779,Rectory Farm,
"5 Redbridge Gardens, London SE5 7HA, UK",https://maps.google.com/?cid=8328021186642780556,LHR,0.0799382370806154,4393.891891891892,16.398501812228304,LHR0,51.4764561,-0.0810245,Stanswood Gardens Green,
"London SE15 1BJ, UK",https://maps.google.com/?cid=17778741101276405866,LHR,0.051988372647091274,4403.25,17.01954449228745,LHR0,51.478941999999996,-0.06669409999999999,Friary Estate Peace Garden,
"The School House St Georges School, Thessaly Rd, Nine Elms, London SW8 4JS, UK",https://maps.google.com/?cid=13878420745476138764,LHR,0.0500492940565338,3756.0978260869565,13.917557910715749,LHR0,51.4771067,-0.1387218,Friends of Nine Elms Parks,
"London SW11 4NJ, UK",https://maps.google.com/?cid=2290015057486788158,LHR,0.10739990931930427,3492.0602409638554,13.080748635687046,LHR0,51.4807565,-0.1584227,Russel Page Garden,
"Bessant Dr, Richmond TW9 4DU, UK",https://maps.google.com/?cid=5279112337424753791,LHR,0.12983442577692875,2045.6666666666667,7.889358182379923,LHR0,51.4811031,-0.2793934,The National Archives,
"London SE15, UK",https://maps.google.com/?cid=1786312616595466930,LHR,0.20669480012474414,4315.142857142857,16.76350589459273,LHR0,51.4831256,-0.07291829999999999,Surrey Linear Canal Park,
"Quakers Ln, Isleworth TW7, UK",https://maps.google.com/?cid=4576313689057417767,LHR,0.10262856572434705,1497.8510638297873,5.924579780809988,LHR0,51.480375699999996,-0.32517039999999997,Isleworth & Syon School Playing Fields,
"Battersea Park Rd, London SW11 4NJ, UK",https://maps.google.com/?cid=18086312768658343870,LHR,0.03655251929658268,3494.5346534653463,13.093182772992694,LHR0,51.479110299999995,-0.1580085,Tripoint,
"London SW11 4NJ, UK",https://maps.google.com/?cid=15159214397831816321,LHR,0.10261170246934558,3453.6162790697676,12.921819183146358,LHR0,51.480643699999995,-0.1621117,Old English Garden,
"65G Grosvenor Terrace, London SE5 0NN, UK",https://maps.google.com/?cid=7114177206767519835,LHR,0.1153101324879227,4218.920634920635,15.60715971005925,LHR0,51.480978,-0.099661,Grosvenor Park,
"WWT London Wetland Centre, Queen Elizabeth Walk, London SW13 8AB, UK",https://maps.google.com/?cid=10488656001553294799,LHR,0.020425588673145444,2661.4201680672268,10.03236040135891,LHR0,51.4786493,-0.22918400000000003,Peacock Tower,
"Temple Court, Thorncroft St, London SW8 2BD, UK",https://maps.google.com/?cid=3493902243084626753,LHR,0.006830057039479506,3863.967741935484,14.352814437110025,LHR0,51.478118,-0.1286542,Camellia Street Green,
"10 Grantley Rd, Cranford, Hounslow TW4 7QW, UK",https://maps.google.com/?cid=13257522606218990002,LHR,0.1366514374444535,552.5,2.540317500855676,LHR0,51.4745989,-0.40326609999999996,Children's Park,
"London SW13 9SA, UK",https://maps.google.com/?cid=7165503766781718589,LHR,0.04327083967876561,2671.2432432432433,10.049422430675609,LHR0,51.47717,-0.2286712,Sheltered lagoon,
"London SW6 6NP, UK",https://maps.google.com/?cid=12827299659270374656,LHR,0.10285705084528377,2748.7311827956987,10.314119085817014,LHR0,51.4757962,-0.2224312,Stevenage Park,
"3 Bullace Row, London SE5 7JE, UK",https://maps.google.com/?cid=3304320020422171317,LHR,0.07531243056323114,4226.012658227848,15.879165927546834,LHR0,51.4765525,-0.09309909999999999,Bullace Row Green,
"12a Calais St, London SE5 9LP, UK",https://maps.google.com/?cid=12164587400507728365,LHR,0.18878652242769514,3972.25,15.419884100886625,LHR0,51.4739088,-0.1036969,12a Calais St,
"Great West Rd, Isleworth TW7, UK",https://maps.google.com/?cid=3276702522718055360,LHR,0.17386824767330972,1317.418181818182,5.343475345815713,LHR0,51.4820024,-0.33913060000000006,Great West Road,
"New Kings Rd, London SW6 4PT, UK",https://maps.google.com/?cid=13573397056408082341,LHR,0.06085656066621403,3088.081632653061,11.489666182328756,LHR0,51.4768167,-0.195155,Eel Brook Common,"Long-standing, green & open metropolitan common with sports fields, tennis courts & a playground."
"Lots Rd, London SW10 0QJ, UK",https://maps.google.com/?cid=7972094452924212060,LHR,0.06014582000968662,3290.1346153846152,12.212737926402344,LHR0,51.479647,-0.1785303,Cremorne Gardens,"Tranquil gardens commemorating site of 19th-century Pleasure Gardens, with canoeing/kayaking centre."
"Dan Mason Dr, Chiswick, London W4 2SH, UK",https://maps.google.com/?cid=3556837981020909467,LHR,0.05117449608368348,2349.82,8.969277193764727,LHR0,51.4793216,-0.2539971,Dukes Meadows,
"Lonsdale Rd, London SW13 9JS, UK",https://maps.google.com/?cid=17171611409300560893,LHR,0.0018180595830887378,2415.8823529411766,9.1803557528757,LHR0,51.4780987,-0.24896430000000003,Small Profits Dock Gardens,
"40 Addington Square, London SE5 7LB, UK",https://maps.google.com/?cid=7265636440749371782,LHR,0.1481842148284259,4279.208333333333,15.869065132936097,LHR0,51.4817458,-0.09362350000000001,Burgess parkrun,
"London SW13 9WT, UK",https://maps.google.com/?cid=6497589471038581048,LHR,0.03755634376452964,2586.1296296296296,9.7580926000762,LHR0,51.477291099999995,-0.23545649999999999,Observatory,
"1 Allen Way, Slough SL3 9HR, UK",https://maps.google.com/?cid=11705232857004210231,LHR,0.009323936068796859,3585.2105263157896,4.858500732911504,LHR1,51.4822433,-0.5732807999999999,1 Allen Way,
"1 Allen Way, Datchet, Slough SL3 9HR, UK",https://maps.google.com/?cid=9655217742693477363,LHR,0.009024149658274794,3633.8,4.835695545790757,LHR1,51.4816163,-0.5729078,Datchet Village Park,
"Hounslow TW3, UK",https://maps.google.com/?cid=9849000621171355820,LHR,0.22234565215309932,832.7887323943662,3.547665869352204,LHR0,51.4726852,-0.37957959999999996,Hounslow Bowls Club,
"Southern Perimeter Rd, Longford, Stanwell, Hounslow TW6 3PF, UK",https://maps.google.com/?cid=12028788302194799950,LHR,0.15276597822052124,976.6833333333333,1.0365845289542688,LHR1,51.461282100000005,-0.48081490000000005,Heathrow T5 Viewing Point,
"153 Waye Ave, Cranford, Hounslow TW5 9SQ, UK",https://maps.google.com/?cid=16144728874660900413,LHR,0.07443560312649618,428.1192660550459,2.1091500332249615,LHR0,51.4760146,-0.4137106,Waye Avenue Open Space,
"Royal Botanic Gardens, Kew Rd, Richmond TW9 3AB, UK",https://maps.google.com/?cid=10429621577996148420,LHR,0.1656317195639474,1920.7560975609756,7.4617411036185155,LHR0,51.4819144,-0.28950539999999997,Davies Alpine House,
"18 Eythorne Rd, London SW9 7RH, UK",https://maps.google.com/?cid=2966888678711689594,LHR,0.13360090504614028,4060.818181818182,15.173383453662499,LHR0,51.475187299999995,-0.109457,Eythorne Park,
"7 Wyndham Rd, London SE5 0XX, UK",https://maps.google.com/?cid=7351909626540356512,LHR,0.0770441383550737,4220.148648648648,15.620777023086116,LHR0,51.480089,-0.099285,Bethwin Green,
"Room 9, Parsons Green, 27 Parsons Green Ln, Hammersmith & Fulham, London SW6 4HH, UK",https://maps.google.com/?cid=5323090184483578043,LHR,0.08566455744730919,3025.4871794871797,11.253675479607725,LHR0,51.4762323,-0.20060989999999998,Jane Brockbank Gardens,
"3EF, Syon Vista, Richmond TW9 3EG, UK",https://maps.google.com/?cid=12585740237894575391,LHR,0.03594220562001165,1867.5454545454545,7.269785575637883,LHR0,51.4788922,-0.2935427,Rose Garden,
"Wyatt Dr, London SW13 8AB, UK",https://maps.google.com/?cid=995432534165910683,LHR,0.04903332837075326,2627.2450980392155,9.897610691448218,LHR0,51.477030000000006,-0.23219250000000002,Dulverton Hide,
"Huntington House, 11 Palmer Rd, Prince of Wales Dr, Nine Elms, London SW11 4EJ, UK",https://maps.google.com/?cid=6902488585020997016,LHR,0.008935956236158256,3649.431818181818,13.576881849591468,LHR0,51.478057899999996,-0.14669300000000002,Prince of Wales Garden,
"Kelly Avenue, London SE15 5GL, UK",https://maps.google.com/?cid=103284406017075905,LHR,0.10246500511531213,4425.1506849315065,16.622792687629136,LHR0,51.4759387,-0.07579419999999999,Central Venture Park Playground,
"1 Patmos Rd, London SW9 6SQ, UK",https://maps.google.com/?cid=15541922341673909930,LHR,0.05105817207056016,4112.051948051948,15.309276379279826,LHR0,51.4771076,-0.10636849999999999,Dan Leno Gardens,
"30 Surrey Ln, London SW11 3TE, UK",https://maps.google.com/?cid=7436788520501599258,LHR,0.09555387557396602,3380.163043478261,12.572089945062348,LHR0,51.4760348,-0.1699501,Randall Close Green,
"110 West Way, Hounslow TW5 0JG, UK",https://maps.google.com/?cid=3034956287806603862,LHR,0.08848574232520946,869.3826086956522,3.7233466265436377,LHR0,51.479917799999996,-0.376726,Sutton Playing Field,
"Battersea Park, London SW11 4NJ, UK",https://maps.google.com/?cid=1234858964434237526,LHR,0.13302889897949632,3529.304347826087,13.161960796790927,LHR0,51.481352799999996,-0.1565835,Battersea Park Children's Zoo,"Home to smaller animals including otters, capuchins and chinchillas, with an interactive play area."
"27 Pembroke Pl, Isleworth TW7 4HH, UK",https://maps.google.com/?cid=14530051735501758185,LHR,0.16166037511387243,1233.9076923076923,5.039494901346761,LHR0,51.474192599999995,-0.3449894,ThePlantsNanny,
"11 Kingswood Cl, London SW8 2TP, UK",https://maps.google.com/?cid=14793443054543211760,LHR,0.01383925461765372,3908.7912087912086,14.546065900597767,LHR0,51.477958699999995,-0.12415240000000001,Kingswood Close Green,
"WWT London Wetland Centre, Queen Elizabeth Walk, London SW13 8AB, UK",https://maps.google.com/?cid=18328157054583282697,LHR,0.0028423739115472006,2687.915966386555,10.107275210811181,LHR0,51.4781117,-0.227396,Wader scrape hide,
"Charmouth House, Dorset Rd, London SW8 1EU, UK",https://maps.google.com/?cid=987684684065690353,LHR,0.057153804584681944,3935.9240506329115,14.725840621811226,LHR0,51.4796118,-0.12006839999999998,Dorset Green,
"Barnes Ave, London SW13 9AA, UK",https://maps.google.com/?cid=2591589210896806563,LHR,0.168122072047289,2531.925,9.61539331035805,LHR0,51.482064199999996,-0.23926539999999996,Castelnau Recreation Ground,
"48 Uverdale Rd, London SW10 0SR, UK",https://maps.google.com/?cid=2716835044412474662,LHR,0.07060777465550087,3221.762886597938,11.996348420581393,LHR0,51.479885499999995,-0.1835847,Westfield Park,"Neighborhood park featuring blossoming trees & flowers, benches & a children's playground."
"Wyatt Dr, London SW13 8AB, UK",https://maps.google.com/?cid=15943327267407357804,LHR,0.05808874856749264,2615.47,9.860311560801444,LHR0,51.476818099999996,-0.2330455,Wild Walk,
"Camberwell, London SE5 7PH, UK",https://maps.google.com/?cid=11267874695762184531,LHR,0.012225373868037808,4283.662337662337,16.053087096711504,LHR0,51.4785897,-0.0891464,Elmington Woods,
"Lansdowne Gardens, London SW8 2HA, UK",https://maps.google.com/?cid=3236043019124141668,LHR,0.09836630105427122,3887.159420289855,14.449270555200021,LHR0,51.4759927,-0.1263139,Lansdowne Gardens,
"Camberwell, London SE5 7FU, UK",https://maps.google.com/?cid=13927412245658619105,LHR,0.029917678819595634,4298.525641025641,16.11266005324531,LHR0,51.477611599999996,-0.0877148,Benhill Road Nature Garden,
"Cowley Rd, London SW9 6JH, UK",https://maps.google.com/?cid=699942480167432450,LHR,0.1466891083666722,4032.25,15.116734523988043,LHR0,51.474882199999996,-0.1107648,Cowley Road Open Space,
"London SW13 9EX, UK",https://maps.google.com/?cid=14576155078366878597,LHR,0.03153974599722927,2596.3076923076924,9.807269228431588,LHR0,51.4788985,-0.23444500000000001,Headley Hide,
"London SW13, UK",https://maps.google.com/?cid=1406124643214081580,LHR,0.1900196659977608,2678.0,9.917726600512507,LHR0,51.482585,-0.23228400000000002,Wildlife Corridor,
"Albert Square, London SW8 1DA, UK",https://maps.google.com/?cid=6101787613327224877,LHR,0.04537618883839885,3948.653846153846,14.736632591298331,LHR0,51.4772295,-0.11968599999999999,Albert Square Garden,
"FVHW+RM, Otto St, London SE5 0TB, UK",https://maps.google.com/?cid=15869077151998377800,LHR,0.057852604850083256,4157.12,15.466691355721292,LHR0,51.4796408,-0.10284059999999999,Grimsel Path Green,
"112 Thessaly Rd, Nine Elms, London SW8 4HU, UK",https://maps.google.com/?cid=1084776130001996092,LHR,0.051173987167269105,3762.8709677419356,13.934318498722826,LHR0,51.477080799999996,-0.1383309,Edible Avenue SW8 Tea Trail,
"Cronin St, London SE15 6JG, UK",https://maps.google.com/?cid=16023066904076159623,LHR,0.008794114522909636,4410.6,16.586604811207483,LHR0,51.4785231,-0.076739,North Peckham Dog Exercising Area,
"Richmond, UK",https://maps.google.com/?cid=15091440646483999614,LHR,0.029740565510952707,1843.5283018867924,7.181885882642321,LHR0,51.4787438,-0.295573,"Royal Botanic Gardens, Kew",Trees & flowers from around the globe in vast gardens with huge greenhouses & a treetop walkway.
